Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000591795.1,2.7.1.11,Escherichia coli,R51,6-phosphofructokinase,R00756,MRL,1 C00002; 1 C00085,1 C00008; 1 C00354,Km_C00008: 0.068868771; Km_C00354: 0.123040177; Km_C00002: 0.073803619; Km_C00085: 0.206363901,Kcat_F: 102.0948756; Kcat_R: 68.69468206549999,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 1323.5664777430577
WP_000591795.1,2.7.1.11,Escherichia coli,R52,6-phosphofructokinase,R03236,MRL,1 C00002; 1 C01097,1 C00008; 1 C03785,Km_C00008: 0.068868771; Km_C03785: 0.123040177; Km_C00002: 0.073803619; Km_C01097: 0.206363901,Kcat_F: 108.48623761; Kcat_R: 68.69468206549999,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 4895.5330073630685
WP_000591795.1,2.7.1.11,Escherichia coli,R53,6-phosphofructokinase,R03237,MRL,1 C00063; 1 C01097,1 C00112; 1 C03785,Km_C00112: 0.0586504; Km_C03785: 0.123040177; Km_C00063: 11.0; Km_C01097: 0.206363901,Kcat_F: 119.74570566; Kcat_R: 83.0863661655,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 5427.31968362763
WP_000591795.1,2.7.1.11,Escherichia coli,R54,6-phosphofructokinase,R03238,MRL,1 C00075; 1 C01097,1 C00015; 1 C03785,Km_C00015: 0.147311985; Km_C03785: 0.123040177; Km_C00075: 5.1; Km_C01097: 0.206363901,Kcat_F: 98.758683515; Kcat_R: 56.9284049655,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 4131.029243021643
WP_000591795.1,2.7.1.11,Escherichia coli,R55,6-phosphofructokinase,R03239,MRL,1 C00081; 1 C01097,1 C00104; 1 C03785,Km_C00104: 0.077306546; Km_C03785: 0.123040177; Km_C00081: 2.2; Km_C01097: 0.206363901,Kcat_F: 96.827870805; Kcat_R: 55.868415515500004,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 8290.639412068638
WP_000095707.1,2.7.2.1,Escherichia coli,R56,Acetate kinase,R00315,MRL,1 C00002; 1 C00033,1 C00008; 1 C00227,Km_C00008: 0.151691675; Km_C00227: 1.3033333333333335; Km_C00002: 0.122388884; Km_C00033: 46.92825317,Kcat_F: 1.4999326265; Kcat_R: 776.364246988,C00163;C00008;C00227;C03444;C11592;C00002;C02876;C00033,C00008_KI: 0.151691675;C11592_KI: 10.854500670714286;C02876_KI: 0.5455302;C00227_KI: 0.54825443;C00033_KI: 46.92825317;C00163_KI: 27.57633972;C03444_KI: 0.109046616;C00002_KI: 0.122388884,Keq: 0.0035291418980283843
WP_000095707.1,2.7.2.1,Escherichia coli,R57,Acetate kinase,R01353,MRL,1 C00002; 1 C00163,1 C00008; 1 C02876,Km_C00008: 0.151691675; Km_C02876: 0.5455302; Km_C00002: 0.122388884; Km_C00163: 27.57633972,Kcat_F: 1.0643798169999998; Kcat_R: 2.623737873,C00163;C00008;C00227;C03444;C11592;C00002;C02876;C00033,C00008_KI: 0.151691675;C11592_KI: 10.854500670714286;C02876_KI: 0.5455302;C00227_KI: 0.54825443;C00033_KI: 46.92825317;C00163_KI: 27.57633972;C03444_KI: 0.109046616;C00002_KI: 0.122388884,Keq: 1.6234889088636884e-06
WP_000078239.1,6.2.1.1,Escherichia coli,R58,Acetate-coa ligase,R00235,MRL,1 C00002; 1 C00010; 1 C00033,1 C00013; 1 C00020; 1 C00024,Km_C00013: 0.13318713; Km_C00020: 0.053331587; Km_C00024: 0.055413216; Km_C00002: 0.05487762; Km_C00010: 0.077155121; Km_C00033: 2.543298721,Kcat_F: 4.182973017; Kcat_R: 3.076708990333333,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 27.390597980701735
WP_000078239.1,6.2.1.1,Escherichia coli,R59,Acetate-coa ligase,R00236,MRL,1 C00010; 1 C05993,1 C00020; 1 C00024,Km_C00020: 0.053331587; Km_C00024: 0.055413216; Km_C00010: 0.077155121; Km_C05993: 0.045171168,Kcat_F: 5.9861884414999995; Kcat_R: 4.5128109405,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 1
WP_000078239.1,6.2.1.1,Escherichia coli,R60,Acetate-coa ligase,R00316,MRL,1 C00002; 1 C00033,1 C00013; 1 C05993,Km_C00013: 0.13318713; Km_C05993: 0.045171168; Km_C00002: 0.05487762; Km_C00033: 2.543298721,Kcat_F: 3.271660328; Kcat_R: 3.085641789,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 1
WP_000078239.1,6.2.1.1,Escherichia coli,R61,Acetate-coa ligase,R00925,MRL,1 C00002; 1 C00010; 1 C00163,1 C00013; 1 C00020; 1 C00100,Km_C00013: 0.13318713; Km_C00020: 0.053331587; Km_C00100: 0.054458927; Km_C00002: 0.05487762; Km_C00010: 0.077155121; Km_C00163: 1.640108466,Kcat_F: 4.2899591280000005; Kcat_R: 3.1908125446666666,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 1.5879081427165866
WP_001012606.1,2.2.1.6,Escherichia coli,R62,Acetolactate synthase,R00226,MRL,1 C00011; 1 C06010,2 C00022,Km_C00022: 11.079999999999998; Km_C00011: 5.445468903; Km_C06010: 0.855534971,Kcat_F: 4.7650851455000005; Kcat_R: 38.599999999999994,C00022;C06010;C00109;C00011;C05125;C06006;C00900;C00068,C00022_KI: 5.789785385;C00011_KI: 5.445468903;C05125_KI: 0.086339578;C00068_KI: 0.119095407;C06010_KI: 0.855534971;C00109_KI: 4.494002342;C06006_KI: 1.518301487;C00900_KI: 0.855534971,Keq: 1.8368421483937752e-05
WP_001012606.1,2.2.1.6,Escherichia coli,R63,Acetolactate synthase,R08648,MRL,1 C00022; 1 C00109,1 C00011; 1 C06006,Km_C00011: 5.445468903; Km_C06006: 1.518301487; Km_C00022: 11.079999999999998; Km_C00109: 150.0055,Kcat_F: 20.949999999999996; Kcat_R: 4.669526023,C00022;C06010;C00109;C00011;C05125;C06006;C00900;C00068,C00022_KI: 5.789785385;C00011_KI: 5.445468903;C05125_KI: 0.086339578;C00068_KI: 0.119095407;C06010_KI: 0.855534971;C00109_KI: 4.494002342;C06006_KI: 1.518301487;C00900_KI: 0.855534971,Keq: 1611.9619684471538
WP_000055746.1,6.4.1.2,Escherichia coli,R64,Acetyl-coa carboxylase,R00742,MRL,1 C00002; 1 C00024; 1 C00011,1 C00008; 1 C00009; 1 C00083,Km_C00008: 0.041535225; Km_C00009: 0.312815398; Km_C00083: 0.1; Km_C00002: 0.031438239; Km_C00024: 0.023739677; Km_C00011: 0.259498209,Kcat_F: 0.26705086833333336; Kcat_R: 0.21057309933333335,C00008;C04419;C00024;C00011;C00083;C00002;C00009;C06250,C06250_KI: 0.11450010083333334;C00083_KI: 0.017973857;C00002_KI: 0.031438239;C00024_KI: 0.023739677;C00009_KI: 0.312815398;C00011_KI: 0.259498209;C04419_KI: 0.11450010083333334;C00008_KI: 0.041535225,Keq: 39.32771904303767
WP_001307570.1,4.2.1.3,Escherichia coli,R69,Aconitate hydratase,R01324,MRL,1 C00158,1 C00311,Km_C00311: 0.339520901; Km_C00158: 1.662616611,Kcat_F: 6.538237947; Kcat_R: 5.557925254,C00158;C00001;C00311;C00417,C00417_KI: 0.306959659;C00311_KI: 0.339520901;C00158_KI: 1.662616611;C00001_KI: 2.687092781,Keq: 0.06308443380260503
WP_001307570.1,4.2.1.3,Escherichia coli,R70,Aconitate hydratase,R01325,MRL,1 C00158,1 C00001; 1 C00417,Km_C00001: 2.687092781; Km_C00417: 0.037000000000000005; Km_C00158: 1.662616611,Kcat_F: 6.538237947; Kcat_R: 34.618153544500004,C00158;C00001;C00311;C00417,C00417_KI: 0.306959659;C00311_KI: 0.339520901;C00158_KI: 1.662616611;C00001_KI: 2.687092781,Keq: 0.0327657690064193
WP_001307570.1,4.2.1.3,Escherichia coli,R71,Aconitate hydratase,R01900,MRL,1 C00311,1 C00001; 1 C00417,Km_C00001: 2.687092781; Km_C00417: 0.037000000000000005; Km_C00311: 0.339520901,Kcat_F: 5.557925254; Kcat_R: 34.618153544500004,C00158;C00001;C00311;C00417,C00417_KI: 0.306959659;C00311_KI: 0.339520901;C00158_KI: 1.662616611;C00001_KI: 2.687092781,Keq: 0.5193954678097826
WP_000301651.1,1.1.1.1,Escherichia coli,R83,Alcohol dehydrogenase,R00754,MRL,1 C00003; 1 C00469,1 C00004; 1 C00080; 1 C00084,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C00084: 1.347845793; Km_C00003: 0.100172691; Km_C00469: 1.817483544,Kcat_F: 21.99615414; Kcat_R: 20.595970775,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0006821622874464104
WP_000301651.1,1.1.1.1,Escherichia coli,R84,Alcohol dehydrogenase,R02124,MRL,1 C00003; 1 C00473,1 C00004; 1 C00080; 1 C00376,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C00376: 0.013742472; Km_C00003: 0.100172691; Km_C00473: 0.012423662,Kcat_F: 10.16415803; Kcat_R: 15.699301738,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.04179224266703283
WP_000301651.1,1.1.1.1,Escherichia coli,R85,Alcohol dehydrogenase,R04880,MRL,1 C00003; 1 C05576,1 C00004; 1 C00080; 1 C05577,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C05577: 0.031521235; Km_C00003: 0.100172691; Km_C05576: 0.040941942,Kcat_F: 10.228493627999999; Kcat_R: 17.2601255735,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.000815997508359382
WP_000301651.1,1.1.1.1,Escherichia coli,R86,Alcohol dehydrogenase,R05233,MRL,1 C00003; 1 C06611,1 C00004; 1 C00080; 1 C06613,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C06613: 0.273868203; Km_C00003: 0.100172691; Km_C06611: 0.501385033,Kcat_F: 13.301075248499998; Kcat_R: 18.209552344,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0008153109936978668
