Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000762229.1,1.1.1.28,Escherichia coli,R181,D-lactate dehydrogenase,R00704,MRL,1 C00003; 1 C00256,1 C00004; 1 C00022; 1 C00080,Km_C00004: 0.08124999999999999; Km_C00022: 5.975; Km_C00080: 2.627151012; Km_C00003: 0.073235102; Km_C00256: 0.774313986,Kcat_F: 137.86074693; Kcat_R: 541.25,C00022;C00003;C00192;C02496;C01478;C00004;C19935;C00284;C00002;C00256;C11215;C01444;C00080,C00004_KI: 0.023764452;C00022_KI: 0.390749246;C00256_KI: 0.774313986;C11215_KI: 0.47078028508333336;C01478_KI: 0.46933794;C00284_KI: 0.065315142;C00080_KI: 2.627151012;C00192_KI: 0.538028598;C00002_KI: 0.039717551;C02496_KI: 0.076715402;C00003_KI: 0.073235102;C19935_KI: 0.074559651;C01444_KI: 0.496475339,Keq: 0.0002419607076574943
WP_000066639.1,4.2.1.2,Escherichia coli,R204,Fumarate hydratase,R01082,MRL,1 C00149,1 C00001; 1 C00122,Km_C00001: 6.656438828; Km_C00122: 0.910608768; Km_C00149: 1.7,Kcat_F: 55.60223539; Kcat_R: 2921.884996635,C00149;C00001;C00122,C00122_KI: 0.910608768;C00001_KI: 6.656438828;C00149_KI: 1.095330358,Keq: 0.25101855338099716
WP_000919159.1,2.1.2.1,Escherichia coli,R227,Glycine hydroxymethyltransferase,R00945,MRL,1 C00001; 1 C00037; 1 C00143,1 C00065; 1 C00101,Km_C00065: 0.680456936; Km_C00101: 0.048434764; Km_C00001: 1.743806124; Km_C00037: 1.084210277; Km_C00143: 0.031294227,Kcat_F: 0.721411978; Kcat_R: 1.1328265275,C00037;C01217;C00101;C00065;C00001;C00143;C04377,C04377_KI: 0.032590855;C00101_KI: 0.048434764;C00143_KI: 0.031294227;C00037_KI: 1.084210277;C00065_KI: 0.680456936;C01217_KI: 0.029256012;C00001_KI: 1.743806124,Keq: 0.06610281648507778
WP_000919159.1,2.1.2.1,Escherichia coli,R228,Glycine hydroxymethyltransferase,R09099,MRL,1 C00065; 1 C01217,1 C00001; 1 C00037; 1 C04377,Km_C00001: 1.743806124; Km_C00037: 1.084210277; Km_C04377: 0.032590855; Km_C00065: 0.680456936; Km_C01217: 0.029256012,Kcat_F: 0.9187239225; Kcat_R: 0.7097989373333333,C00037;C01217;C00101;C00065;C00001;C00143;C04377,C04377_KI: 0.032590855;C00101_KI: 0.048434764;C00143_KI: 0.031294227;C00037_KI: 1.084210277;C00065_KI: 0.680456936;C01217_KI: 0.029256012;C00001_KI: 1.743806124,Keq: 33.9072014058265
WP_001295272.1,1.1.1.37,Escherichia coli,R268,Malate dehydrogenase,R00342,MRL,1 C00003; 1 C00149,1 C00004; 1 C00036; 1 C00080,Km_C00004: 0.061; Km_C00036: 0.0445; Km_C00080: 1.627506971; Km_C00003: 0.105280019; Km_C00149: 0.00012,Kcat_F: 3.0071600060000003; Kcat_R: 467.479811568,C02441;C00003;C00004;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00741_KI: 0.211944282;C00080_KI: 1.627506971;C00036_KI: 0.066584691;C00149_KI: 0.161660373;C00003_KI: 0.105280019;C02441_KI: 0.095263213;C00024_KI: 0.036240213;C00209_KI: 0.177507535;C00004_KI: 0.034674671;C00002_KI: 0.045088965;C00010_KI: 0.03518714;C11592_KI: 0.23608527936363635,Keq: 2.2614869409243306e-05
WP_000433476.1,1.1.1.38,Escherichia coli,R270,Malate dehydrogenase (oxaloacetate-decarboxylating),R00214,MRL,1 C00003; 1 C00149,1 C00004; 1 C00011; 1 C00022; 1 C00080,Km_C00004: 0.025; Km_C00011: 2.194042683; Km_C00022: 1.729395628; Km_C00080: 11.55059338; Km_C00003: 0.065783687; Km_C00149: 0.42,Kcat_F: 69.8151725645; Kcat_R: 6.5988501500000005,C02441;C00022;C00003;C00004;C00011;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00209_KI: 1.175578475;C00011_KI: 2.194042683;C11592_KI: 1.5833840896153848;C00022_KI: 1.729395628;C00004_KI: 0.028450085;C00080_KI: 11.55059338;C00149_KI: 1.041250825;C02441_KI: 0.457719922;C00010_KI: 0.043648634;C00024_KI: 0.041134361;C00036_KI: 0.786031127;C00741_KI: 1.418430209;C00002_KI: 0.051934149;C00003_KI: 0.065783687,Keq: 0.0075538015167582965
WP_000433476.1,1.1.1.38,Escherichia coli,R271,Malate dehydrogenase (oxaloacetate-decarboxylating),R00217,MRL,1 C00036,1 C00011; 1 C00022,Km_C00011: 2.194042683; Km_C00022: 1.729395628; Km_C00036: 3.9666666666666663,Kcat_F: 12.41888125; Kcat_R: 7.0515107845,C02441;C00022;C00003;C00004;C00011;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00209_KI: 1.175578475;C00011_KI: 2.194042683;C11592_KI: 1.5833840896153848;C00022_KI: 1.729395628;C00004_KI: 0.028450085;C00080_KI: 11.55059338;C00149_KI: 1.041250825;C02441_KI: 0.457719922;C00010_KI: 0.043648634;C00024_KI: 0.041134361;C00036_KI: 0.786031127;C00741_KI: 1.418430209;C00002_KI: 0.051934149;C00003_KI: 0.065783687,Keq: 334.01924106052337
WP_000342648.1,1.1.1.40,Escherichia coli,R272,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00216,MRL,1 C00006; 1 C00149,1 C00005; 1 C00011; 1 C00022; 1 C00080,Km_C00005: 0.033877365; Km_C00011: 3.163388014; Km_C00022: 1.306477547; Km_C00080: 8.466877937; Km_C00006: 0.0415; Km_C00149: 3.41,Kcat_F: 48.624275915; Kcat_R: 112.87186270000001,C00006;C00122;C00022;C00004;C00011;C00036;C00024;C00575;C00149;C00005;C00080,C00149_KI: 1.17190659;C00006_KI: 0.067438193;C00575_KI: 0.043186046;C00080_KI: 8.466877937;C00004_KI: 0.04608649;C00005_KI: 0.033877365;C00122_KI: 0.928631544;C00024_KI: 0.063460633;C00011_KI: 3.163388014;C00036_KI: 0.527139127;C00022_KI: 1.306477547,Keq: 0.007547267415633792
WP_000342648.1,1.1.1.40,Escherichia coli,R273,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00217,MRL,1 C00036,1 C00011; 1 C00022,Km_C00011: 3.163388014; Km_C00022: 1.306477547; Km_C00036: 0.527139127,Kcat_F: 318.2635949; Kcat_R: 116.97114325000001,C00006;C00122;C00022;C00004;C00011;C00036;C00024;C00575;C00149;C00005;C00080,C00149_KI: 1.17190659;C00006_KI: 0.067438193;C00575_KI: 0.043186046;C00080_KI: 8.466877937;C00004_KI: 0.04608649;C00005_KI: 0.033877365;C00122_KI: 0.928631544;C00024_KI: 0.063460633;C00011_KI: 3.163388014;C00036_KI: 0.527139127;C00022_KI: 1.306477547,Keq: 334.01924106052337
,4.1.3.3,Escherichia coli,R283,N-acetylneuraminate lyase,R01811,MRL,1 C00270,1 C00022; 1 C00645,Km_C00022: 15.15; Km_C00645: 93.85; Km_C00270: 2.6900000000000004,Kcat_F: 6.015000000000001; Kcat_R: 5.4,C00270;C00645;C00022,C00270_KI: 3.076091528;C00022_KI: 4.629752159;C00645_KI: 22.51600647,Keq: 0.04483464753112747
WP_001265681.1,4.1.1.49,Escherichia coli,R307,Phosphoenolpyruvate carboxykinase (atp),R00341,MRL,1 C00002; 1 C00036,1 C00008; 1 C00011; 1 C00074,Km_C00008: 0.087266445; Km_C00011: 5.647358418; Km_C00074: 2.1575; Km_C00002: 0.061518487; Km_C00036: 0.67,Kcat_F: 5.82892086; Kcat_R: 4.168236641,C00008;C00011;C00036;C00002;C00074,C00011_KI: 5.647358418;C00036_KI: 0.513840139;C00002_KI: 0.061518487;C00008_KI: 0.087266445;C00074_KI: 0.426584542,Keq: 0.013703140825955655
WP_001005579.1,4.1.1.31,Escherichia coli,R308,Phosphoenolpyruvate carboxylase,R00345,MRL,1 C00009; 1 C00036,1 C00001; 1 C00011; 1 C00074,Km_C00001: 0.812425554; Km_C00011: 1.559197068; Km_C00074: 0.19; Km_C00009: 1.123651147; Km_C00036: 0.484438777,Kcat_F: 1.9991497465; Kcat_R: 182.13826616166668,C13563;C00008;C00011;C00001;C00036;C00149;C00158;C00044;C16433;C00002;C00049;C00009;C00074,C00074_KI: 0.505822182;C00008_KI: 0.061705783;C13563_KI: 0.7032153944545455;C00009_KI: 1.123651147;C00036_KI: 0.484438777;C00002_KI: 0.063583925;C00044_KI: 0.068974599;C00149_KI: 0.898081243;C00158_KI: 0.988170266;C00049_KI: 1.169318795;C16433_KI: 0.7032153944545455;C00001_KI: 0.812425554;C00011_KI: 1.559197068,Keq: 8.730133459842129e-08
WP_000003829.1,1.2.4.1,Escherichia coli,R346,Pyruvate dehydrogenase (acetyl-transferring),R00209,MRL,1 C00003; 1 C00010; 1 C00022,1 C00004; 1 C00011; 1 C00024; 1 C00080,Km_C00004: 0.029656347; Km_C00011: 0.413209707; Km_C00024: 0.036603667; Km_C00080: 0.307893664; Km_C00003: 0.064532936; Km_C00010: 0.040530939; Km_C00022: 0.38795,Kcat_F: 15.722195232666666; Kcat_R: 4.4501311973333335,C00022;C00003;C15972;C00004;C00011;C00024;C00010;C16255;C05125;C00068;C00080,C15972_KI: 0.014058916;C00003_KI: 0.064532936;C00004_KI: 0.029656347;C00068_KI: 0.005806968;C00011_KI: 0.413209707;C00010_KI: 0.040530939;C05125_KI: 0.008422038;C16255_KI: 0.302165031;C00024_KI: 0.036603667;C00022_KI: 0.37054348;C00080_KI: 0.307893664,Keq: 998855.9306379288
WP_000091148.1,2.7.1.40,Escherichia coli,R347,Pyruvate kinase,R00200,MRL,1 C00002; 1 C00022,1 C00008; 1 C00074,Km_C00008: 0.051032659; Km_C00074: 0.144000247; Km_C00002: 0.044206705; Km_C00022: 0.87643075,Kcat_F: 10.6279720875; Kcat_R: 7.9375634995,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 4.102500437533981e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R348,Pyruvate kinase,R01138,MRL,1 C00022; 1 C00131,1 C00074; 1 C00206,Km_C00074: 0.144000247; Km_C00206: 0.018646972; Km_C00022: 0.87643075; Km_C00131: 0.016942503,Kcat_F: 6.3872338345; Kcat_R: 4.48425701,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 0.00010749507802838257
WP_000091148.1,2.7.1.40,Escherichia coli,R349,Pyruvate kinase,R01858,MRL,1 C00022; 1 C00286,1 C00074; 1 C00361,Km_C00074: 0.144000247; Km_C00361: 0.019646076; Km_C00022: 0.87643075; Km_C00286: 0.020049427,Kcat_F: 5.8438467575; Kcat_R: 2.8184920695000004,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 8.377368619650722e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R350,Pyruvate kinase,R02320,MRL,1 C00022; 1 C00201,1 C00074; 1 C00454,Km_C00074: 0.144000247; Km_C00454: 0.5102154985; Km_C00022: 0.87643075; Km_C00201: 0.5102154985,Kcat_F: 11.49611796; Kcat_R: 5.425748579,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 1
WP_000069410.1,2.7.9.2,Escherichia coli,R351,"Pyruvate, water dikinase",R00199,MRL,1 C00001; 1 C00002; 1 C00022,1 C00009; 1 C00020; 1 C00074,Km_C00009: 1.4596771; Km_C00020: 0.023508446; Km_C00074: 0.141774222; Km_C00001: 0.2813887; Km_C00002: 0.021786314; Km_C00022: 0.083,Kcat_F: 4.470776205666667; Kcat_R: 4.215818079333333,C00022;C00008;C00020;C00026;C00001;C00036;C00209;C00742;C00002;C16487;C00009;C00074,C00209_KI: 0.194728702;C00002_KI: 0.021786314;C00742_KI: 0.482464641;C00074_KI: 0.141774222;C00022_KI: 0.196769923;C00036_KI: 0.119141854;C00020_KI: 0.023508446;C00026_KI: 0.239058182;C00008_KI: 0.026302056;C00009_KI: 1.4596771;C16487_KI: 0.2896909218181818;C00001_KI: 0.2813887,Keq: 7.370111364902889
WP_001338652.1,4.3.1.19,Escherichia coli,R378,Threonine ammonia-lyase,R00220,MRL,1 C00065,1 C00014; 1 C00022,Km_C00014: 10.38471889; Km_C00022: 2.540874958; Km_C00065: 5.080734253,Kcat_F: 1.594190487; Kcat_R: 5.380604909,C00022;C05167;C00109;C00161;C00014;C00065;C00188,C00109_KI: 2.064281225;C00014_KI: 10.38471889;C00188_KI: 1.958139181;C05167_KI: 4.4057497013999996;C00161_KI: 4.4057497013999996;C00022_KI: 2.540874958;C00065_KI: 5.080734253,Keq: 194010.3367263319
WP_001295247.1,4.1.99.1,Escherichia coli,R385,Tryptophanase,R00673,MRL,1 C00001; 1 C00078,1 C00014; 1 C00022; 1 C00463,Km_C00014: 14.70998764; Km_C00022: 10.0; Km_C00463: 0.019; Km_C00001: 10.89367962; Km_C00078: 0.338006228,Kcat_F: 1.612228325; Kcat_R: 2.7298971626666666,C00022;C00463;C00078;C00014;C00001,C00001_KI: 10.89367962;C00463_KI: 0.110456236;C00078_KI: 0.338006228;C00014_KI: 14.70998764;C00022_KI: 12.57760429,Keq: 0.00025477903553073803
Heterologous,4.3.1.17,Dictyostelium discoideum,R406,L-serine ammonia-lyase,R00220,MRL,1 C00065,1 C00014; 1 C00022,Km_C00014: 2.321814537; Km_C00022: 0.786924958; Km_C00065: 0.995956302,Kcat_F: 3.547282326; Kcat_R: 16.004088045,C05167;C00001;C00022;C00065;C00161;C02218;C00014,C00001_KI: 1.243283153;C00065_KI: 0.995956302;C05167_KI: 1.3902921916;C02218_KI: 1.603482008;C00022_KI: 0.786924958;C00161_KI: 1.3902921916;C00014_KI: 2.321814537,Keq: 194010.3367263319
Heterologous,1.17.1.9,Starkeya novella,R197,Formate dehydrogenase,R00519,MRL,1 C00003; 1 C00058,1 C00004; 1 C00011; 1 C00080,Km_C00058: 6.299069881; Km_C00003: 0.179658741; Km_C00080: 3.996599674; Km_C00011: 3.174462318; Km_C00004: 0.080049999,Kcat_F: 12.1695376695; Kcat_R: 26.700187375,C00244;C19935;C00004;C00177;C01326;C00177;C01326;C00284;C00007;C19935;C01417;C19935;C00088;C00698;C01327;C02441;C19935;C00177;C01326,C00244_KI: 1.596949577331543;C19935_KI: 0.132737785577774;C00004_KI: 0.080049991607666;C00177_KI: 5.537715911865234;C01326_KI: 5.018631935119629;C00177_KI: 5.537715911865234;C01326_KI: 5.018631935119629;C00284_KI: 0.2076959908008575;C00007_KI: 0.1876198053359985;C19935_KI: 0.132737785577774;C01417_KI: 5.551478385925293;C19935_KI: 0.132737785577774;C00088_KI: 4.867469310760498;C00698_KI: 9.224509239196776;C01327_KI: 4.796370029449463;C02441_KI: 0.156437411904335;C19935_KI: 0.132737785577774;C00177_KI: 5.537715911865234;C01326_KI: 5.018631935119629,Keq: 336.0231457353914
Heterologous,1.1.1.37,Escherichia coli,R269,Malate dehydrogenase,R00342,MRL,1 C00003; 1 C00149,1 C00004; 1 C00036; 1 C00080,Km_C00004: 0.061; Km_C00036: 0.0445; Km_C00080: 1.627506971; Km_C00003: 0.105280019; Km_C00149: 0.00012,Kcat_F: 3.0071600060000003; Kcat_R: 467.479811568,C02441;C00003;C00004;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00741_KI: 0.211944282;C00080_KI: 1.627506971;C00036_KI: 0.066584691;C00149_KI: 0.161660373;C00003_KI: 0.105280019;C02441_KI: 0.095263213;C00024_KI: 0.036240213;C00209_KI: 0.177507535;C00004_KI: 0.034674671;C00002_KI: 0.045088965;C00010_KI: 0.03518714;C11592_KI: 0.23608527936363635,Keq: 2.2614869409243306e-05
