Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000003829.1,1.2.4.1,Escherichia coli,R21,Pyruvate dehydrogenase (acetyl-transferring),R01699,MRL,C00022; C15972,C00011; C16255,Km_C00011: 0.413209707; Km_C16255: 0.302165031; Km_C00022: 0.38795; Km_C15972: 0.014058916,Kcat_F: 21.3131172045; Kcat_R: 3.5914396455000004,C00022;C00003;C15972;C00004;C00011;C00024;C00010;C16255;C05125;C00068;C00080,C15972_KI: 0.014058916;C00003_KI: 0.064532936;C00004_KI: 0.029656347;C00068_KI: 0.005806968;C00011_KI: 0.413209707;C00010_KI: 0.040530939;C05125_KI: 0.008422038;C16255_KI: 0.302165031;C00024_KI: 0.036603667;C00022_KI: 0.37054348;C00080_KI: 0.307893664,Keq: 1
WP_000003829.1,1.2.4.1,Escherichia coli,R22,Pyruvate dehydrogenase (acetyl-transferring),R00014,MRL,C00022; C00068,C00011; C05125,Km_C00011: 0.413209707; Km_C05125: 0.008422038; Km_C00022: 0.38795; Km_C00068: 0.00158,Kcat_F: 20.805219947999998; Kcat_R: 3.9121252725,C00022;C00003;C15972;C00004;C00011;C00024;C00010;C16255;C05125;C00068;C00080,C15972_KI: 0.014058916;C00003_KI: 0.064532936;C00004_KI: 0.029656347;C00068_KI: 0.005806968;C00011_KI: 0.413209707;C00010_KI: 0.040530939;C05125_KI: 0.008422038;C16255_KI: 0.302165031;C00024_KI: 0.036603667;C00022_KI: 0.37054348;C00080_KI: 0.307893664,Keq: 42428.37004698428
WP_000003829.1,1.2.4.1,Escherichia coli,R23,Pyruvate dehydrogenase (acetyl-transferring),R00209,MRL,C00003; C00010; C00022,C00004; C00011; C00024; C00080,Km_C00004: 0.029656347; Km_C00011: 0.413209707; Km_C00024: 0.036603667; Km_C00080: 0.307893664; Km_C00003: 0.064532936; Km_C00010: 0.040530939; Km_C00022: 0.38795,Kcat_F: 15.722195232666666; Kcat_R: 4.4501311973333335,C00022;C00003;C15972;C00004;C00011;C00024;C00010;C16255;C05125;C00068;C00080,C15972_KI: 0.014058916;C00003_KI: 0.064532936;C00004_KI: 0.029656347;C00068_KI: 0.005806968;C00011_KI: 0.413209707;C00010_KI: 0.040530939;C05125_KI: 0.008422038;C16255_KI: 0.302165031;C00024_KI: 0.036603667;C00022_KI: 0.37054348;C00080_KI: 0.307893664,Keq: 998855.9306379288
WP_000003829.1,1.2.4.1,Escherichia coli,R24,Pyruvate dehydrogenase (acetyl-transferring),R03270,MRL,C05125; C15972,C00068; C16255,Km_C00068: 0.00158; Km_C16255: 0.302165031; Km_C05125: 0.008422038; Km_C15972: 0.014058916,Kcat_F: 3.9213992214999998; Kcat_R: 3.092816338,C00022;C00003;C15972;C00004;C00011;C00024;C00010;C16255;C05125;C00068;C00080,C15972_KI: 0.014058916;C00003_KI: 0.064532936;C00004_KI: 0.029656347;C00068_KI: 0.005806968;C00011_KI: 0.413209707;C00010_KI: 0.040530939;C05125_KI: 0.008422038;C16255_KI: 0.302165031;C00024_KI: 0.036603667;C00022_KI: 0.37054348;C00080_KI: 0.307893664,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R29,Dihydrolipoyl dehydrogenase,R08550,MRL,C00003; C16832,C00004; C00080; C16237,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C16237: 0.063766681; Km_C00003: 0.089765757; Km_C16832: 0.118229039,Kcat_F: 82.215055545; Kcat_R: 162.925253535,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R30,Dihydrolipoyl dehydrogenase,R03815,MRL,C00003; C02972,C00004; C00080; C02051,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C02051: 0.11206942166666667; Km_C00003: 0.089765757; Km_C02972: 0.11206942166666667,Kcat_F: 117.9162304; Kcat_R: 278.5808072,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R31,Dihydrolipoyl dehydrogenase,R07618,MRL,C00003; C15973,C00004; C00080; C15972,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C15972: 0.056440994; Km_C00003: 0.089765757; Km_C15973: 0.070260912,Kcat_F: 78.4412052; Kcat_R: 212.9897004,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R32,Dihydrolipoyl dehydrogenase,R00209,MRL,C00003; C00010; C00022,C00004; C00011; C00024; C00080,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00024: 0.026133817; Km_C00080: 0.225048855; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00022: 0.3933333333333333,Kcat_F: 231.67734093333334; Kcat_R: 276.38021813333336,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 998855.9306379288
WP_000102485.1,1.8.1.4,Escherichia coli,R33,Dihydrolipoyl dehydrogenase,R01221,MRL,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00014: 0.673851371; Km_C00080: 0.225048855; Km_C00143: 0.019876115; Km_C00003: 0.089765757; Km_C00037: 0.678076088; Km_C00101: 0.028163046,Kcat_F: 97.07549719000001; Kcat_R: 292.699911325,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 0.00014118454869627972
WP_000102485.1,1.8.1.4,Escherichia coli,R34,Dihydrolipoyl dehydrogenase,R01698,MRL,C00003; C00579,C00004; C00080; C00248,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C00248: 0.415237725; Km_C00003: 0.089765757; Km_C00579: 0.12833333333333335,Kcat_F: 163.37561235; Kcat_R: 280.4232664,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 0.5285963120718694
WP_000102485.1,1.8.1.4,Escherichia coli,R35,Dihydrolipoyl dehydrogenase,R01933,MRL,C00003; C00010; C00322,C00004; C00011; C00080; C00527,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00527: 0.020277608; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00322: 0.116938278,Kcat_F: 236.21170506666667; Kcat_R: 267.36655713333334,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 553075.811271694
WP_000102485.1,1.8.1.4,Escherichia coli,R36,Dihydrolipoyl dehydrogenase,R08549,MRL,C00003; C00010; C00026,C00004; C00011; C00080; C00091,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00091: 0.020413773; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00026: 0.162106812,Kcat_F: 255.59684769999998; Kcat_R: 266.91155656666666,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 88228.45482994754
WP_001048602.1,6.2.1.5,Escherichia coli,R37,Succinate-coa ligase (adp-forming),R00405,MRL,C00002; C00010; C00042,C00008; C00009; C00091,Km_C00008: 0.045971252; Km_C00009: 1.423858166; Km_C00091: 0.046856858; Km_C00002: 0.059107885; Km_C00010: 4.0; Km_C00042: 0.25,Kcat_F: 37.55658575333333; Kcat_R: 30.505424926666667,C00531;C00008;C00010;C00490;C00042;C00002;C00009;C00091,C00009_KI: 1.423858166;C00490_KI: 0.66515708;C00010_KI: 0.059806913;C00002_KI: 0.059107885;C00042_KI: 0.707435429;C00531_KI: 0.049482018;C00091_KI: 0.046856858;C00008_KI: 0.045971252,Keq: 1.6323302120938148
WP_001048602.1,6.2.1.5,Escherichia coli,R38,Succinate-coa ligase (adp-forming),R02404,MRL,C00002; C00010; C00490,C00008; C00009; C00531,Km_C00008: 0.045971252; Km_C00009: 1.423858166; Km_C00531: 0.049482018; Km_C00002: 0.059107885; Km_C00010: 4.0; Km_C00490: 0.475,Kcat_F: 23.14658575333333; Kcat_R: 31.080438466666664,C00531;C00008;C00010;C00490;C00042;C00002;C00009;C00091,C00009_KI: 1.423858166;C00490_KI: 0.66515708;C00010_KI: 0.059806913;C00002_KI: 0.059107885;C00042_KI: 0.707435429;C00531_KI: 0.049482018;C00091_KI: 0.046856858;C00008_KI: 0.045971252,Keq: 6.495746321416216
WP_000111269.1,2.7.2.3,Escherichia coli,R39,Phosphoglycerate kinase,R01512,MRL,C00002; C00197,C00008; C00236,Km_C00008: 0.098627448; Km_C00236: 0.186507493; Km_C00002: 0.099012464; Km_C00197: 0.717952311,Kcat_F: 46.065375720000006; Kcat_R: 21.028835975,C00002;C00236;C00197;C00008,C00002_KI: 0.099012464;C00236_KI: 0.186507493;C00197_KI: 0.717952311;C00008_KI: 0.098627448,Keq: 0.000374269070996439
WP_000036723.1,4.2.1.11,Escherichia coli,R41,Phosphopyruvate hydratase,R00658,MRL,C00631,C00001; C00074,Km_C00001: 5.651566505; Km_C00074: 0.453958184; Km_C00631: 0.84220314,Kcat_F: 9.247853892; Kcat_R: 7.796041840500001,C03356;C00451;C16487;C00013;C04309;C00001;C00158;C00988;C00742;C00631;C00009;C00074,C00631_KI: 0.84220314;C16487_KI: 2.4210281972727272;C00074_KI: 0.453958184;C00158_KI: 0.579061747;C00013_KI: 0.621494234;C00001_KI: 5.651566505;C00742_KI: 13.93714619;C04309_KI: 0.453891814;C03356_KI: 0.439569116;C00988_KI: 0.731827319;C00451_KI: 0.397851557;C00009_KI: 2.522740364,Keq: 4.655744748031
WP_000036723.1,4.2.1.11,Escherichia coli,R42,Phosphopyruvate hydratase,R04206,MRL,C03356,C00001; C04309,Km_C00001: 5.651566505; Km_C04309: 0.453891814; Km_C03356: 0.439569116,Kcat_F: 4.081638296; Kcat_R: 4.0397496175,C03356;C00451;C16487;C00013;C04309;C00001;C00158;C00988;C00742;C00631;C00009;C00074,C00631_KI: 0.84220314;C16487_KI: 2.4210281972727272;C00074_KI: 0.453958184;C00158_KI: 0.579061747;C00013_KI: 0.621494234;C00001_KI: 5.651566505;C00742_KI: 13.93714619;C04309_KI: 0.453891814;C03356_KI: 0.439569116;C00988_KI: 0.731827319;C00451_KI: 0.397851557;C00009_KI: 2.522740364,Keq: 9.405334227719045
WP_000098614.1,2.2.1.1,Escherichia coli,R43,Transketolase,R01641,MRL,C00118; C05382,C00117; C00231,Km_C00117: 1.4; Km_C00231: 0.16; Km_C00118: 0.189899758; Km_C05382: 4.0,Kcat_F: 6.521449158; Kcat_R: 5.8660813125,C05382;C13378;C12215;C00231;C00279;C00117;C00068;C00118;C00704;C05345;C12214;C00085,C00068_KI: 0.038001269;C00085_KI: 0.556608438;C00231_KI: 0.256388038;C12214_KI: 0.445117503;C00117_KI: 0.911134601;C05382_KI: 0.174451798;C00279_KI: 0.152465016;C00118_KI: 0.189899758;C12215_KI: 0.399685681;C05345_KI: 0.556608438;C00704_KI: 0.188270763;C13378_KI: 0.3516937548181818,Keq: 0.21288893173099274
WP_000098614.1,2.2.1.1,Escherichia coli,R44,Transketolase,R01067,MRL,C00085; C00118,C00231; C00279,Km_C00231: 0.16; Km_C00279: 0.09; Km_C00085: 1.1; Km_C00118: 0.189899758,Kcat_F: 6.662656223; Kcat_R: 6.459872708500001,C05382;C13378;C12215;C00231;C00279;C00117;C00068;C00118;C00704;C05345;C12214;C00085,C00068_KI: 0.038001269;C00085_KI: 0.556608438;C00231_KI: 0.256388038;C12214_KI: 0.445117503;C00117_KI: 0.911134601;C05382_KI: 0.174451798;C00279_KI: 0.152465016;C00118_KI: 0.189899758;C12215_KI: 0.399685681;C05345_KI: 0.556608438;C00704_KI: 0.188270763;C13378_KI: 0.3516937548181818,Keq: 0.015634832548979682
WP_000098614.1,2.2.1.1,Escherichia coli,R45,Transketolase,R01830,MRL,C00118; C05345,C00231; C00279,Km_C00231: 0.16; Km_C00279: 0.09; Km_C00118: 0.189899758; Km_C05345: 0.556608438,Kcat_F: 6.662656223; Kcat_R: 6.459872708500001,C05382;C13378;C12215;C00231;C00279;C00117;C00068;C00118;C00704;C05345;C12214;C00085,C00068_KI: 0.038001269;C00085_KI: 0.556608438;C00231_KI: 0.256388038;C12214_KI: 0.445117503;C00117_KI: 0.911134601;C05382_KI: 0.174451798;C00279_KI: 0.152465016;C00118_KI: 0.189899758;C12215_KI: 0.399685681;C05345_KI: 0.556608438;C00704_KI: 0.188270763;C13378_KI: 0.3516937548181818,Keq: 0.09072484041963634
WP_000098614.1,2.2.1.1,Escherichia coli,R46,Transketolase,R06590,MRL,C00117; C12214,C05382; C12215,Km_C05382: 4.0; Km_C12215: 0.399685681; Km_C00117: 1.4; Km_C12214: 0.445117503,Kcat_F: 5.002509517; Kcat_R: 5.172712832,C05382;C13378;C12215;C00231;C00279;C00117;C00068;C00118;C00704;C05345;C12214;C00085,C00068_KI: 0.038001269;C00085_KI: 0.556608438;C00231_KI: 0.256388038;C12214_KI: 0.445117503;C00117_KI: 0.911134601;C05382_KI: 0.174451798;C00279_KI: 0.152465016;C00118_KI: 0.189899758;C12215_KI: 0.399685681;C05345_KI: 0.556608438;C00704_KI: 0.188270763;C13378_KI: 0.3516937548181818,Keq: 1
