Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000342648.1,1.1.1.40,Escherichia coli,R272,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00216,MRL,1 C00006; 1 C00149,1 C00005; 1 C00011; 1 C00022; 1 C00080,Km_C00005: 0.033877365; Km_C00011: 3.163388014; Km_C00022: 1.306477547; Km_C00080: 8.466877937; Km_C00006: 0.0415; Km_C00149: 3.41,Kcat_F: 48.624275915; Kcat_R: 112.87186270000001,,,Keq: 0.007547267415633792
WP_000342648.1,1.1.1.40,Escherichia coli,R273,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00217,MRL,1 C00036,1 C00011; 1 C00022,Km_C00011: 3.163388014; Km_C00022: 1.306477547; Km_C00036: 0.527139127,Kcat_F: 318.2635949; Kcat_R: 116.97114325000001,,,Keq: 334.01924106052337
WP_001062128.1,2.5.1.6,Escherichia coli,R277,Methionine adenosyltransferase,R00177,MRL,1 C00009; 1 C00013; 1 C00019,1 C00001; 1 C00002; 1 C00073,Km_C00001: 1.070862532; Km_C00002: 0.117182642; Km_C00073: 0.466537207; Km_C00009: 1.239684701; Km_C00013: 0.28967458; Km_C00019: 0.048553739,Kcat_F: 0.23178606633333335; Kcat_R: 4.872040699333334,,,Keq: 1
,4.2.3.3,Escherichia coli,R279,Methylglyoxal synthase,R01016,MRL,1 C00111,1 C00009; 1 C00546,Km_C00009: 1.086036325; Km_C00546: 1.780871987; Km_C00111: 2.492,Kcat_F: 140.70000000000002; Kcat_R: 0.817589166,,,Keq: 27995049754.501617
WP_001181473.1,1.2.4.2,Escherichia coli,R299,Oxoglutarate dehydrogenase (succinyl-transferring),R01933,MRL,1 C00003; 1 C00010; 1 C00322,1 C00004; 1 C00011; 1 C00080; 1 C00527,Km_C00004: 0.035209294; Km_C00011: 0.496151149; Km_C00080: 0.608380556; Km_C00527: 0.052975662; Km_C00003: 0.127414092; Km_C00010: 0.066362962; Km_C00322: 0.131888092,Kcat_F: 3.747217959999999; Kcat_R: 3.8586726893333334,,,Keq: 553075.811271694
WP_001181473.1,1.2.4.2,Escherichia coli,R300,Oxoglutarate dehydrogenase (succinyl-transferring),R08549,MRL,1 C00003; 1 C00010; 1 C00026,1 C00004; 1 C00011; 1 C00080; 1 C00091,Km_C00004: 0.035209294; Km_C00011: 0.496151149; Km_C00080: 0.608380556; Km_C00091: 0.053117804; Km_C00003: 0.127414092; Km_C00010: 0.066362962; Km_C00026: 332.91150000000005,Kcat_F: 9.177964679666667; Kcat_R: 3.939460558666667,,,Keq: 88228.45482994754
WP_001005579.1,4.1.1.31,Escherichia coli,R308,Phosphoenolpyruvate carboxylase,R00345,MRL,1 C00009; 1 C00036,1 C00001; 1 C00011; 1 C00074,Km_C00001: 0.812425554; Km_C00011: 1.559197068; Km_C00074: 0.19; Km_C00009: 1.123651147; Km_C00036: 0.484438777,Kcat_F: 1.9991497465; Kcat_R: 182.13826616166668,,,Keq: 8.730133459842129e-08
WP_000043460.1,1.1.1.44,Escherichia coli,R312,"Phosphogluconate dehydrogenase (nadp+-dependent, decarboxylating)",R01528,MRL,1 C00006; 1 C00345,1 C00005; 1 C00011; 1 C00080; 1 C00199,Km_C00005: 0.01731511; Km_C00011: 0.468339205; Km_C00080: 1.165087342; Km_C00199: 0.077537887; Km_C00006: 0.049; Km_C00345: 0.093,Kcat_F: 10.118956026; Kcat_R: 16.041648803333334,,,Keq: 0.015561115470159889
WP_000036723.1,4.2.1.11,Escherichia coli,R318,Phosphopyruvate hydratase,R00658,MRL,1 C00631,1 C00001; 1 C00074,Km_C00001: 5.651566505; Km_C00074: 0.453958184; Km_C00631: 0.84220314,Kcat_F: 9.247853892; Kcat_R: 7.796041840500001,,,Keq: 4.655744748031
,6.3.5.3,Escherichia coli,R324,Phosphoribosylformylglycinamidine synthase,R04463,MRL,1 C00001; 1 C00002; 1 C00064; 1 C04376,1 C00008; 1 C00009; 1 C00025; 1 C04640,Km_C00008: 0.078582101; Km_C00009: 0.854789674; Km_C00025: 0.768636644; Km_C04640: 0.0468; Km_C00001: 1.461900949; Km_C00002: 0.074124821; Km_C00064: 0.287832886; Km_C04376: 0.269139975,Kcat_F: 5.8677790420000004; Kcat_R: 3.331373709,,,Keq: 1
WP_000003829.1,1.2.4.1,Escherichia coli,R346,Pyruvate dehydrogenase (acetyl-transferring),R00209,MRL,1 C00003; 1 C00010; 1 C00022,1 C00004; 1 C00011; 1 C00024; 1 C00080,Km_C00004: 0.029656347; Km_C00011: 0.413209707; Km_C00024: 0.036603667; Km_C00080: 0.307893664; Km_C00003: 0.064532936; Km_C00010: 0.040530939; Km_C00022: 0.38795,Kcat_F: 15.722195232666666; Kcat_R: 4.4501311973333335,,,Keq: 998855.9306379288
WP_000818618.1,2.7.1.71,Escherichia coli,R367,Shikimate kinase,R02412,MRL,1 C00002; 1 C00493,1 C00008; 1 C03175,Km_C00008: 0.095129371; Km_C03175: 0.124720573; Km_C00002: 0.120733179; Km_C00493: 6.390499999999999,Kcat_F: 41.185581205; Kcat_R: 29.161481860000002,,,Keq: 39377.996257594365
WP_001235264.1,1.3.5.1,Escherichia coli,R371,Succinate dehydrogenase,R02164,MRL,1 C00042; 1 C00399,1 C00122; 1 C00390,Km_C00122: 0.230714247; Km_C00390: 0.019629668; Km_C00042: 27.275; Km_C00399: 0.01200348,Kcat_F: 21.95; Kcat_R: 349.5079144075,,,Keq: 17031.36077352121
WP_001048602.1,6.2.1.5,Escherichia coli,R372,Succinate-coa ligase (adp-forming),R00405,MRL,1 C00002; 1 C00010; 1 C00042,1 C00008; 1 C00009; 1 C00091,Km_C00008: 0.045971252; Km_C00009: 1.423858166; Km_C00091: 0.046856858; Km_C00002: 0.059107885; Km_C00010: 4.0; Km_C00042: 0.25,Kcat_F: 37.55658575333333; Kcat_R: 30.505424926666667,,,Keq: 1.6323302120938148
WP_001048602.1,6.2.1.5,Escherichia coli,R373,Succinate-coa ligase (adp-forming),R02404,MRL,1 C00002; 1 C00010; 1 C00490,1 C00008; 1 C00009; 1 C00531,Km_C00008: 0.045971252; Km_C00009: 1.423858166; Km_C00531: 0.049482018; Km_C00002: 0.059107885; Km_C00010: 4.0; Km_C00490: 0.475,Kcat_F: 23.14658575333333; Kcat_R: 31.080438466666664,,,Keq: 6.495746321416216
WP_001044366.1,3.1.3.10,Escherichia coli,R403,Glucose-1-phosphatase,R00304,MRL,1 C00001; 1 C00103,1 C00009; 1 C00031,Km_C00009: 0.974477589; Km_C00031: 1.199357629; Km_C00001: 0.972812712; Km_C00103: 0.445,Kcat_F: 61.0880376345; Kcat_R: 4.353411557,,,Keq: 815.2999922439243
Heterologous,4.3.1.17,Dictyostelium discoideum,R406,L-serine ammonia-lyase,R00220,MRL,1 C00065,1 C00014; 1 C00022,Km_C00014: 2.321814537; Km_C00022: 0.786924958; Km_C00065: 0.995956302,Kcat_F: 3.547282326; Kcat_R: 16.004088045,,,Keq: 194010.3367263319
Heterologous,1.17.1.9,Starkeya novella,R197,Formate dehydrogenase,R00519,MRL,1 C00003; 1 C00058,1 C00004; 1 C00011; 1 C00080,Km_C00058: 6.299069881; Km_C00003: 0.179658741; Km_C00080: 3.996599674; Km_C00011: 3.174462318; Km_C00004: 0.080049999,Kcat_F: 12.1695376695; Kcat_R: 26.700187375,,,Keq: 336.0231457353914
Heterologous,1.1.1.37,Escherichia coli,R269,Malate dehydrogenase,R00342,MRL,1 C00003; 1 C00149,1 C00004; 1 C00036; 1 C00080,Km_C00004: 0.061; Km_C00036: 0.0445; Km_C00080: 1.627506971; Km_C00003: 0.105280019; Km_C00149: 0.00012,Kcat_F: 3.0071600060000003; Kcat_R: 467.479811568,,,Keq: 2.2614869409243306e-05
