Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
WP_001181473.1,1.2.4.2,,R11,Oxoglutarate dehydrogenase (succinyl-transferring),R01933,MRL,C00003; C00010; C00322,C00004; C00011; C00080; C00527,Km_C00004: 0.035209294; Km_C00011: 0.496151149; Km_C00080: 0.608380556; Km_C00527: 0.052975662; Km_C00003: 0.127414092; Km_C00010: 0.066362962; Km_C00322: 0.131888092,Kcat_F: 3.747217959999999; Kcat_R: 3.8586726893333334,C00026;C05381;C00322;C15972;C00011;C00003;C00036;C00068;C06157;C16254;C00010;C00004;C00527;C00091;C00080,C16254_KI: 0.022980487;C00068_KI: 0.021916483;C00026_KI: 0.134084925;C15972_KI: 0.020010605;C06157_KI: 0.13599052242857143;C00004_KI: 0.035209294;C05381_KI: 0.018866798;C00011_KI: 0.496151149;C00036_KI: 0.114508405;C00091_KI: 0.053117804;C00003_KI: 0.127414092;C00322_KI: 0.131888092;C00010_KI: 0.066362962;C00080_KI: 0.608380556;C00527_KI: 0.052975662
WP_001181473.1,1.2.4.2,,R12,Oxoglutarate dehydrogenase (succinyl-transferring),R01940,MRL,C00322; C15972,C00011; C06157,Km_C00011: 0.496151149; Km_C06157: 0.2160166153333333; Km_C00322: 0.131888092; Km_C15972: 0.020010605,Kcat_F: 3.4668274095; Kcat_R: 4.268352804,C00026;C05381;C00322;C15972;C00011;C00003;C00036;C00068;C06157;C16254;C00010;C00004;C00527;C00091;C00080,C16254_KI: 0.022980487;C00068_KI: 0.021916483;C00026_KI: 0.134084925;C15972_KI: 0.020010605;C06157_KI: 0.13599052242857143;C00004_KI: 0.035209294;C05381_KI: 0.018866798;C00011_KI: 0.496151149;C00036_KI: 0.114508405;C00091_KI: 0.053117804;C00003_KI: 0.127414092;C00322_KI: 0.131888092;C00010_KI: 0.066362962;C00080_KI: 0.608380556;C00527_KI: 0.052975662
WP_001181473.1,1.2.4.2,,R13,Oxoglutarate dehydrogenase (succinyl-transferring),R03316,MRL,C05381; C15972,C00068; C16254,Km_C00068: 0.021916483; Km_C16254: 0.022980487; Km_C05381: 0.018866798; Km_C15972: 0.020010605,Kcat_F: 3.771502646; Kcat_R: 2.947150775,C00026;C05381;C00322;C15972;C00011;C00003;C00036;C00068;C06157;C16254;C00010;C00004;C00527;C00091;C00080,C16254_KI: 0.022980487;C00068_KI: 0.021916483;C00026_KI: 0.134084925;C15972_KI: 0.020010605;C06157_KI: 0.13599052242857143;C00004_KI: 0.035209294;C05381_KI: 0.018866798;C00011_KI: 0.496151149;C00036_KI: 0.114508405;C00091_KI: 0.053117804;C00003_KI: 0.127414092;C00322_KI: 0.131888092;C00010_KI: 0.066362962;C00080_KI: 0.608380556;C00527_KI: 0.052975662
WP_001181473.1,1.2.4.2,,R14,Oxoglutarate dehydrogenase (succinyl-transferring),R08549,MRL,C00003; C00010; C00026,C00004; C00011; C00080; C00091,Km_C00004: 0.035209294; Km_C00011: 0.496151149; Km_C00080: 0.608380556; Km_C00091: 0.053117804; Km_C00003: 0.127414092; Km_C00010: 0.066362962; Km_C00026: 332.91150000000005,Kcat_F: 9.177964679666667; Kcat_R: 3.939460558666667,C00026;C05381;C00322;C15972;C00011;C00003;C00036;C00068;C06157;C16254;C00010;C00004;C00527;C00091;C00080,C16254_KI: 0.022980487;C00068_KI: 0.021916483;C00026_KI: 0.134084925;C15972_KI: 0.020010605;C06157_KI: 0.13599052242857143;C00004_KI: 0.035209294;C05381_KI: 0.018866798;C00011_KI: 0.496151149;C00036_KI: 0.114508405;C00091_KI: 0.053117804;C00003_KI: 0.127414092;C00322_KI: 0.131888092;C00010_KI: 0.066362962;C00080_KI: 0.608380556;C00527_KI: 0.052975662
WP_000153502.1,1.2.1.12,,R20,Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),R01061,MRL,C00003; C00009; C00118,C00004; C00080; C00236,Km_C00004: 0.028803103; Km_C00080: 2.130417585; Km_C00236: 0.063416369; Km_C00003: 0.071162768; Km_C00009: 1.398443699; Km_C00118: 0.355474025,Kcat_F: 9.585562447333333; Kcat_R: 13.156970524999998,C00661;C00009;C00020;C11215;C01478;C01159;C00008;C00003;C00074;C00118;C00004;C00575;C03444;C00080;C00002;C00236,C00118_KI: 0.355474025;C00236_KI: 0.063416369;C00004_KI: 0.028803103;C00074_KI: 0.099881768;C00008_KI: 0.032650076;C00020_KI: 0.027926495;C00661_KI: 0.355474025;C00575_KI: 0.02186417;C01159_KI: 0.158010766;C00009_KI: 1.398443699;C00003_KI: 0.071162768;C00002_KI: 0.035671327;C01478_KI: 1.313649774;C00080_KI: 2.130417585;C11215_KI: 0.41207666420000005;C03444_KI: 0.088304013
WP_000003829.1,1.2.4.1,,R21,Pyruvate dehydrogenase (acetyl-transferring),R01699,MRL,C00022; C15972,C00011; C16255,Km_C00011: 0.413209707; Km_C16255: 0.302165031; Km_C00022: 0.38795; Km_C15972: 0.014058916,Kcat_F: 21.3131172045; Kcat_R: 3.5914396455000004,C00080;C15972;C00024;C00011;C00003;C00068;C00022;C00004;C00010;C05125;C16255,C00010_KI: 0.040530939;C00024_KI: 0.036603667;C00011_KI: 0.413209707;C00022_KI: 0.37054348;C00080_KI: 0.307893664;C00004_KI: 0.029656347;C05125_KI: 0.008422038;C00003_KI: 0.064532936;C15972_KI: 0.014058916;C00068_KI: 0.005806968;C16255_KI: 0.302165031
WP_000003829.1,1.2.4.1,,R22,Pyruvate dehydrogenase (acetyl-transferring),R00014,MRL,C00022; C00068,C00011; C05125,Km_C00011: 0.413209707; Km_C05125: 0.008422038; Km_C00022: 0.38795; Km_C00068: 0.00158,Kcat_F: 20.805219947999998; Kcat_R: 3.9121252725,C00080;C15972;C00024;C00011;C00003;C00068;C00022;C00004;C00010;C05125;C16255,C00010_KI: 0.040530939;C00024_KI: 0.036603667;C00011_KI: 0.413209707;C00022_KI: 0.37054348;C00080_KI: 0.307893664;C00004_KI: 0.029656347;C05125_KI: 0.008422038;C00003_KI: 0.064532936;C15972_KI: 0.014058916;C00068_KI: 0.005806968;C16255_KI: 0.302165031
WP_000003829.1,1.2.4.1,,R23,Pyruvate dehydrogenase (acetyl-transferring),R00209,MRL,C00003; C00010; C00022,C00004; C00011; C00024; C00080,Km_C00004: 0.029656347; Km_C00011: 0.413209707; Km_C00024: 0.036603667; Km_C00080: 0.307893664; Km_C00003: 0.064532936; Km_C00010: 0.040530939; Km_C00022: 0.38795,Kcat_F: 15.722195232666666; Kcat_R: 4.4501311973333335,C00080;C15972;C00024;C00011;C00003;C00068;C00022;C00004;C00010;C05125;C16255,C00010_KI: 0.040530939;C00024_KI: 0.036603667;C00011_KI: 0.413209707;C00022_KI: 0.37054348;C00080_KI: 0.307893664;C00004_KI: 0.029656347;C05125_KI: 0.008422038;C00003_KI: 0.064532936;C15972_KI: 0.014058916;C00068_KI: 0.005806968;C16255_KI: 0.302165031
WP_000003829.1,1.2.4.1,,R24,Pyruvate dehydrogenase (acetyl-transferring),R03270,MRL,C05125; C15972,C00068; C16255,Km_C00068: 0.00158; Km_C16255: 0.302165031; Km_C05125: 0.008422038; Km_C15972: 0.014058916,Kcat_F: 3.9213992214999998; Kcat_R: 3.092816338,C00080;C15972;C00024;C00011;C00003;C00068;C00022;C00004;C00010;C05125;C16255,C00010_KI: 0.040530939;C00024_KI: 0.036603667;C00011_KI: 0.413209707;C00022_KI: 0.37054348;C00080_KI: 0.307893664;C00004_KI: 0.029656347;C05125_KI: 0.008422038;C00003_KI: 0.064532936;C15972_KI: 0.014058916;C00068_KI: 0.005806968;C16255_KI: 0.302165031
WP_001198386.1,5.2.1.8,,R25,Peptidylprolyl isomerase,R04273,MRL,C03798,C03633,Km_C03633: 110225.86788231142; Km_C03798: 110225.86788231142,Kcat_F: 36.94316617111479; Kcat_R: 36.94316617111479,C03633;C03798,C03633_KI: 0.7791715536487968;C03798_KI: 0.7791715536487968
WP_001126376.1,6.3.5.5,,R26,Carbamoyl-phosphate synthase (glutamine-hydrolysing),R00256,MRL,C00001; C00064,C00014; C00025,Km_C00014: 2.051671028; Km_C00025: 0.995128751; Km_C00001: 0.812423646; Km_C00064: 0.4618738,Kcat_F: 5.6714782029999995; Kcat_R: 9.3347956045,C00009;C00001;C00008;C00288;C00014;C00025;C00169;C00002;C00064,C00169_KI: 0.34583804;C00064_KI: 0.4618738;C00288_KI: 1.407387018;C00025_KI: 0.995128751;C00009_KI: 1.365577102;C00002_KI: 0.067236871;C00008_KI: 0.055322122;C00014_KI: 2.051671028;C00001_KI: 0.812423646
WP_001126376.1,6.3.5.5,,R27,Carbamoyl-phosphate synthase (glutamine-hydrolysing),R00575,MRL,C00001; C00002; C00064; C00288,C00008; C00009; C00025; C00169,Km_C00008: 0.055322122; Km_C00009: 1.365577102; Km_C00025: 0.995128751; Km_C00169: 0.34583804; Km_C00001: 0.812423646; Km_C00002: 0.067236871; Km_C00064: 0.4618738; Km_C00288: 1.4766666666666666,Kcat_F: 4.78089486975; Kcat_R: 5.17748061675,C00009;C00001;C00008;C00288;C00014;C00025;C00169;C00002;C00064,C00169_KI: 0.34583804;C00064_KI: 0.4618738;C00288_KI: 1.407387018;C00025_KI: 0.995128751;C00009_KI: 1.365577102;C00002_KI: 0.067236871;C00008_KI: 0.055322122;C00014_KI: 2.051671028;C00001_KI: 0.812423646
WP_001126376.1,6.3.5.5,,R28,Carbamoyl-phosphate synthase (glutamine-hydrolysing),R07641,MRL,C00002; C00014; C00288,C00008; C00009; C00169,Km_C00008: 0.055322122; Km_C00009: 1.365577102; Km_C00169: 0.34583804; Km_C00002: 0.067236871; Km_C00014: 2.051671028; Km_C00288: 1.4766666666666666,Kcat_F: 6.907218447666666; Kcat_R: 4.993787842666666,C00009;C00001;C00008;C00288;C00014;C00025;C00169;C00002;C00064,C00169_KI: 0.34583804;C00064_KI: 0.4618738;C00288_KI: 1.407387018;C00025_KI: 0.995128751;C00009_KI: 1.365577102;C00002_KI: 0.067236871;C00008_KI: 0.055322122;C00014_KI: 2.051671028;C00001_KI: 0.812423646
WP_000102485.1,1.8.1.4,,R29,Dihydrolipoyl dehydrogenase,R08550,MRL,C00003; C16832,C00004; C00080; C16237,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C16237: 0.063766681; Km_C00003: 0.089765757; Km_C16832: 0.118229039,Kcat_F: 82.215055545; Kcat_R: 162.925253535,C15972;C16832;C00011;C00014;C00004;C02051;C00003;C00143;C16237;C00022;C00026;C00101;C00322;C15973;C00248;C00579;C00080;C00024;C00037;C00010;C00527;C00091;C02972,C15973_KI: 0.070260912;C00026_KI: 0.162106812;C16237_KI: 0.063766681;C00091_KI: 0.020413773;C00010_KI: 0.030270519;C16832_KI: 0.118229039;C00101_KI: 0.028163046;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02051_KI: 0.19364343047619043;C00527_KI: 0.020277608;C00004_KI: 0.021393653;C00003_KI: 0.089765757;C00014_KI: 0.673851371;C00143_KI: 0.019876115;C02972_KI: 0.19364343047619043;C00579_KI: 0.311786413;C00248_KI: 0.415237725;C00322_KI: 0.116938278;C00080_KI: 0.225048855;C15972_KI: 0.056440994;C00024_KI: 0.026133817;C00037_KI: 0.678076088
WP_000102485.1,1.8.1.4,,R30,Dihydrolipoyl dehydrogenase,R03815,MRL,C00003; C02972,C00004; C00080; C02051,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C02051: 0.11206942166666667; Km_C00003: 0.089765757; Km_C02972: 0.11206942166666667,Kcat_F: 117.9162304; Kcat_R: 278.5808072,C15972;C16832;C00011;C00014;C00004;C02051;C00003;C00143;C16237;C00022;C00026;C00101;C00322;C15973;C00248;C00579;C00080;C00024;C00037;C00010;C00527;C00091;C02972,C15973_KI: 0.070260912;C00026_KI: 0.162106812;C16237_KI: 0.063766681;C00091_KI: 0.020413773;C00010_KI: 0.030270519;C16832_KI: 0.118229039;C00101_KI: 0.028163046;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02051_KI: 0.19364343047619043;C00527_KI: 0.020277608;C00004_KI: 0.021393653;C00003_KI: 0.089765757;C00014_KI: 0.673851371;C00143_KI: 0.019876115;C02972_KI: 0.19364343047619043;C00579_KI: 0.311786413;C00248_KI: 0.415237725;C00322_KI: 0.116938278;C00080_KI: 0.225048855;C15972_KI: 0.056440994;C00024_KI: 0.026133817;C00037_KI: 0.678076088
WP_000102485.1,1.8.1.4,,R31,Dihydrolipoyl dehydrogenase,R07618,MRL,C00003; C15973,C00004; C00080; C15972,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C15972: 0.056440994; Km_C00003: 0.089765757; Km_C15973: 0.070260912,Kcat_F: 78.4412052; Kcat_R: 212.9897004,C15972;C16832;C00011;C00014;C00004;C02051;C00003;C00143;C16237;C00022;C00026;C00101;C00322;C15973;C00248;C00579;C00080;C00024;C00037;C00010;C00527;C00091;C02972,C15973_KI: 0.070260912;C00026_KI: 0.162106812;C16237_KI: 0.063766681;C00091_KI: 0.020413773;C00010_KI: 0.030270519;C16832_KI: 0.118229039;C00101_KI: 0.028163046;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02051_KI: 0.19364343047619043;C00527_KI: 0.020277608;C00004_KI: 0.021393653;C00003_KI: 0.089765757;C00014_KI: 0.673851371;C00143_KI: 0.019876115;C02972_KI: 0.19364343047619043;C00579_KI: 0.311786413;C00248_KI: 0.415237725;C00322_KI: 0.116938278;C00080_KI: 0.225048855;C15972_KI: 0.056440994;C00024_KI: 0.026133817;C00037_KI: 0.678076088
WP_000102485.1,1.8.1.4,,R32,Dihydrolipoyl dehydrogenase,R00209,MRL,C00003; C00010; C00022,C00004; C00011; C00024; C00080,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00024: 0.026133817; Km_C00080: 0.225048855; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00022: 0.3933333333333333,Kcat_F: 231.67734093333334; Kcat_R: 276.38021813333336,C15972;C16832;C00011;C00014;C00004;C02051;C00003;C00143;C16237;C00022;C00026;C00101;C00322;C15973;C00248;C00579;C00080;C00024;C00037;C00010;C00527;C00091;C02972,C15973_KI: 0.070260912;C00026_KI: 0.162106812;C16237_KI: 0.063766681;C00091_KI: 0.020413773;C00010_KI: 0.030270519;C16832_KI: 0.118229039;C00101_KI: 0.028163046;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02051_KI: 0.19364343047619043;C00527_KI: 0.020277608;C00004_KI: 0.021393653;C00003_KI: 0.089765757;C00014_KI: 0.673851371;C00143_KI: 0.019876115;C02972_KI: 0.19364343047619043;C00579_KI: 0.311786413;C00248_KI: 0.415237725;C00322_KI: 0.116938278;C00080_KI: 0.225048855;C15972_KI: 0.056440994;C00024_KI: 0.026133817;C00037_KI: 0.678076088
WP_000102485.1,1.8.1.4,,R33,Dihydrolipoyl dehydrogenase,R01221,MRL,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00014: 0.673851371; Km_C00080: 0.225048855; Km_C00143: 0.019876115; Km_C00003: 0.089765757; Km_C00037: 0.678076088; Km_C00101: 0.028163046,Kcat_F: 97.07549719000001; Kcat_R: 292.699911325,C15972;C16832;C00011;C00014;C00004;C02051;C00003;C00143;C16237;C00022;C00026;C00101;C00322;C15973;C00248;C00579;C00080;C00024;C00037;C00010;C00527;C00091;C02972,C15973_KI: 0.070260912;C00026_KI: 0.162106812;C16237_KI: 0.063766681;C00091_KI: 0.020413773;C00010_KI: 0.030270519;C16832_KI: 0.118229039;C00101_KI: 0.028163046;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02051_KI: 0.19364343047619043;C00527_KI: 0.020277608;C00004_KI: 0.021393653;C00003_KI: 0.089765757;C00014_KI: 0.673851371;C00143_KI: 0.019876115;C02972_KI: 0.19364343047619043;C00579_KI: 0.311786413;C00248_KI: 0.415237725;C00322_KI: 0.116938278;C00080_KI: 0.225048855;C15972_KI: 0.056440994;C00024_KI: 0.026133817;C00037_KI: 0.678076088
WP_000102485.1,1.8.1.4,,R34,Dihydrolipoyl dehydrogenase,R01698,MRL,C00003; C00579,C00004; C00080; C00248,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C00248: 0.415237725; Km_C00003: 0.089765757; Km_C00579: 0.12833333333333335,Kcat_F: 163.37561235; Kcat_R: 280.4232664,C15972;C16832;C00011;C00014;C00004;C02051;C00003;C00143;C16237;C00022;C00026;C00101;C00322;C15973;C00248;C00579;C00080;C00024;C00037;C00010;C00527;C00091;C02972,C15973_KI: 0.070260912;C00026_KI: 0.162106812;C16237_KI: 0.063766681;C00091_KI: 0.020413773;C00010_KI: 0.030270519;C16832_KI: 0.118229039;C00101_KI: 0.028163046;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02051_KI: 0.19364343047619043;C00527_KI: 0.020277608;C00004_KI: 0.021393653;C00003_KI: 0.089765757;C00014_KI: 0.673851371;C00143_KI: 0.019876115;C02972_KI: 0.19364343047619043;C00579_KI: 0.311786413;C00248_KI: 0.415237725;C00322_KI: 0.116938278;C00080_KI: 0.225048855;C15972_KI: 0.056440994;C00024_KI: 0.026133817;C00037_KI: 0.678076088
WP_000102485.1,1.8.1.4,,R35,Dihydrolipoyl dehydrogenase,R01933,MRL,C00003; C00010; C00322,C00004; C00011; C00080; C00527,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00527: 0.020277608; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00322: 0.116938278,Kcat_F: 236.21170506666667; Kcat_R: 267.36655713333334,C15972;C16832;C00011;C00014;C00004;C02051;C00003;C00143;C16237;C00022;C00026;C00101;C00322;C15973;C00248;C00579;C00080;C00024;C00037;C00010;C00527;C00091;C02972,C15973_KI: 0.070260912;C00026_KI: 0.162106812;C16237_KI: 0.063766681;C00091_KI: 0.020413773;C00010_KI: 0.030270519;C16832_KI: 0.118229039;C00101_KI: 0.028163046;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02051_KI: 0.19364343047619043;C00527_KI: 0.020277608;C00004_KI: 0.021393653;C00003_KI: 0.089765757;C00014_KI: 0.673851371;C00143_KI: 0.019876115;C02972_KI: 0.19364343047619043;C00579_KI: 0.311786413;C00248_KI: 0.415237725;C00322_KI: 0.116938278;C00080_KI: 0.225048855;C15972_KI: 0.056440994;C00024_KI: 0.026133817;C00037_KI: 0.678076088
WP_000102485.1,1.8.1.4,,R36,Dihydrolipoyl dehydrogenase,R08549,MRL,C00003; C00010; C00026,C00004; C00011; C00080; C00091,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00091: 0.020413773; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00026: 0.162106812,Kcat_F: 255.59684769999998; Kcat_R: 266.91155656666666,C15972;C16832;C00011;C00014;C00004;C02051;C00003;C00143;C16237;C00022;C00026;C00101;C00322;C15973;C00248;C00579;C00080;C00024;C00037;C00010;C00527;C00091;C02972,C15973_KI: 0.070260912;C00026_KI: 0.162106812;C16237_KI: 0.063766681;C00091_KI: 0.020413773;C00010_KI: 0.030270519;C16832_KI: 0.118229039;C00101_KI: 0.028163046;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02051_KI: 0.19364343047619043;C00527_KI: 0.020277608;C00004_KI: 0.021393653;C00003_KI: 0.089765757;C00014_KI: 0.673851371;C00143_KI: 0.019876115;C02972_KI: 0.19364343047619043;C00579_KI: 0.311786413;C00248_KI: 0.415237725;C00322_KI: 0.116938278;C00080_KI: 0.225048855;C15972_KI: 0.056440994;C00024_KI: 0.026133817;C00037_KI: 0.678076088
WP_001048602.1,6.2.1.5,,R37,Succinate-coa ligase (adp-forming),R00405,MRL,C00002; C00010; C00042,C00008; C00009; C00091,Km_C00008: 0.045971252; Km_C00009: 1.423858166; Km_C00091: 0.046856858; Km_C00002: 0.059107885; Km_C00010: 4.0; Km_C00042: 0.25,Kcat_F: 37.55658575333333; Kcat_R: 30.505424926666667,C00009;C00042;C00008;C00010;C00531;C00091;C00490;C00002,C00009_KI: 1.423858166;C00531_KI: 0.049482018;C00091_KI: 0.046856858;C00490_KI: 0.66515708;C00002_KI: 0.059107885;C00042_KI: 0.707435429;C00010_KI: 0.059806913;C00008_KI: 0.045971252
WP_001048602.1,6.2.1.5,,R38,Succinate-coa ligase (adp-forming),R02404,MRL,C00002; C00010; C00490,C00008; C00009; C00531,Km_C00008: 0.045971252; Km_C00009: 1.423858166; Km_C00531: 0.049482018; Km_C00002: 0.059107885; Km_C00010: 4.0; Km_C00490: 0.475,Kcat_F: 23.14658575333333; Kcat_R: 31.080438466666664,C00009;C00042;C00008;C00010;C00531;C00091;C00490;C00002,C00009_KI: 1.423858166;C00531_KI: 0.049482018;C00091_KI: 0.046856858;C00490_KI: 0.66515708;C00002_KI: 0.059107885;C00042_KI: 0.707435429;C00010_KI: 0.059806913;C00008_KI: 0.045971252
WP_000111269.1,2.7.2.3,,R39,Phosphoglycerate kinase,R01512,MRL,C00002; C00197,C00008; C00236,Km_C00008: 0.098627448; Km_C00236: 0.186507493; Km_C00002: 0.099012464; Km_C00197: 0.717952311,Kcat_F: 46.065375720000006; Kcat_R: 21.028835975,C00008;C00002;C00197;C00236,C00236_KI: 0.186507493;C00197_KI: 0.717952311;C00002_KI: 0.099012464;C00008_KI: 0.098627448
WP_000047185.1,6.1.1.7,,R40,Alanine-trna ligase,R03038,MRL,C00002; C00041; C01635,C00013; C00020; C00886,Km_C00013: 0.072413243; Km_C00020: 0.022911394; Km_C00886: 0.0706742942; Km_C00002: 0.025530493; Km_C00041: 0.230766341; Km_C01635: 0.0017499999999999998,Kcat_F: 1.517066951; Kcat_R: 1.5705551025000002,C00013;C00020;C00041;C01635;C00886;C00002,C00886_KI: 0.08790536774999999;C01635_KI: 0.08790536774999999;C00041_KI: 0.230766341;C00013_KI: 0.072413243;C00020_KI: 0.022911394;C00002_KI: 0.025530493
