Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
WP_000591795.1,2.7.1.11,,R11,6-phosphofructokinase,R03236,MRL,C00002;C01097,C00008;C03785,Km_C00008: 0.068868771; Km_C03785: 0.123040177; Km_C00002: 0.073803619; Km_C01097: 0.206363901,Kcat_F: 108.48623761; Kcat_R: 68.69468206549999,C00074;C00044;C00158;D00037;C00009;D05467;C00002;D08646;C00074;C00008;G11113;C00074;C00988;C00236;C00074;C00988;C00631;C00236;C00008;G11113;C00002;D08646;C00002;D08646;C00002;D08646;C00074;C00631;C00197;C00988;C13199;D01732;D05878;C00002;D08646;C00074;C00631;C00197;C00008;G11113,C00074_KI: 0.1497044861316681;C00044_KI: 0.0800949186086654;C00158_KI: 0.5169147849082947;D00037_KI: 0.5169147849082947;C00009_KI: 0.7898165583610535;D05467_KI: 0.7898165583610535;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499;C00074_KI: 0.1497044861316681;C00988_KI: 0.2159814536571502;C00236_KI: 0.088793821632862;C00074_KI: 0.1497044861316681;C00988_KI: 0.2159814536571502;C00631_KI: 0.2169109284877777;C00236_KI: 0.088793821632862;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00631_KI: 0.2169109284877777;C00197_KI: 0.2720306813716888;C00988_KI: 0.2159814536571502;C13199_KI: nan;D01732_KI: 0.6513605117797852;D05878_KI: 0.6513605117797852;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00631_KI: 0.2169109284877777;C00197_KI: 0.2720306813716888;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499
WP_000591795.1,2.7.1.11,,R12,6-phosphofructokinase,R03237,MRL,C00063;C01097,C00112;C03785,Km_C00112: 0.0586504; Km_C03785: 0.123040177; Km_C00063: 11.0; Km_C01097: 0.206363901,Kcat_F: 119.74570566; Kcat_R: 83.0863661655,C00074;C00044;C00158;D00037;C00009;D05467;C00002;D08646;C00074;C00008;G11113;C00074;C00988;C00236;C00074;C00988;C00631;C00236;C00008;G11113;C00002;D08646;C00002;D08646;C00002;D08646;C00074;C00631;C00197;C00988;C13199;D01732;D05878;C00002;D08646;C00074;C00631;C00197;C00008;G11113,C00074_KI: 0.1497044861316681;C00044_KI: 0.0800949186086654;C00158_KI: 0.5169147849082947;D00037_KI: 0.5169147849082947;C00009_KI: 0.7898165583610535;D05467_KI: 0.7898165583610535;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499;C00074_KI: 0.1497044861316681;C00988_KI: 0.2159814536571502;C00236_KI: 0.088793821632862;C00074_KI: 0.1497044861316681;C00988_KI: 0.2159814536571502;C00631_KI: 0.2169109284877777;C00236_KI: 0.088793821632862;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00631_KI: 0.2169109284877777;C00197_KI: 0.2720306813716888;C00988_KI: 0.2159814536571502;C13199_KI: nan;D01732_KI: 0.6513605117797852;D05878_KI: 0.6513605117797852;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00631_KI: 0.2169109284877777;C00197_KI: 0.2720306813716888;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499
WP_000591795.1,2.7.1.11,,R13,6-phosphofructokinase,R03238,MRL,C00075;C01097,C00015;C03785,Km_C00015: 0.147311985; Km_C03785: 0.123040177; Km_C00075: 5.1; Km_C01097: 0.206363901,Kcat_F: 98.758683515; Kcat_R: 56.9284049655,C00074;C00044;C00158;D00037;C00009;D05467;C00002;D08646;C00074;C00008;G11113;C00074;C00988;C00236;C00074;C00988;C00631;C00236;C00008;G11113;C00002;D08646;C00002;D08646;C00002;D08646;C00074;C00631;C00197;C00988;C13199;D01732;D05878;C00002;D08646;C00074;C00631;C00197;C00008;G11113,C00074_KI: 0.1497044861316681;C00044_KI: 0.0800949186086654;C00158_KI: 0.5169147849082947;D00037_KI: 0.5169147849082947;C00009_KI: 0.7898165583610535;D05467_KI: 0.7898165583610535;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499;C00074_KI: 0.1497044861316681;C00988_KI: 0.2159814536571502;C00236_KI: 0.088793821632862;C00074_KI: 0.1497044861316681;C00988_KI: 0.2159814536571502;C00631_KI: 0.2169109284877777;C00236_KI: 0.088793821632862;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00631_KI: 0.2169109284877777;C00197_KI: 0.2720306813716888;C00988_KI: 0.2159814536571502;C13199_KI: nan;D01732_KI: 0.6513605117797852;D05878_KI: 0.6513605117797852;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00631_KI: 0.2169109284877777;C00197_KI: 0.2720306813716888;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499
WP_000591795.1,2.7.1.11,,R14,6-phosphofructokinase,R03239,MRL,C00081;C01097,C00104;C03785,Km_C00104: 0.077306546; Km_C03785: 0.123040177; Km_C00081: 2.2; Km_C01097: 0.206363901,Kcat_F: 96.827870805; Kcat_R: 55.868415515500004,C00074;C00044;C00158;D00037;C00009;D05467;C00002;D08646;C00074;C00008;G11113;C00074;C00988;C00236;C00074;C00988;C00631;C00236;C00008;G11113;C00002;D08646;C00002;D08646;C00002;D08646;C00074;C00631;C00197;C00988;C13199;D01732;D05878;C00002;D08646;C00074;C00631;C00197;C00008;G11113,C00074_KI: 0.1497044861316681;C00044_KI: 0.0800949186086654;C00158_KI: 0.5169147849082947;D00037_KI: 0.5169147849082947;C00009_KI: 0.7898165583610535;D05467_KI: 0.7898165583610535;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499;C00074_KI: 0.1497044861316681;C00988_KI: 0.2159814536571502;C00236_KI: 0.088793821632862;C00074_KI: 0.1497044861316681;C00988_KI: 0.2159814536571502;C00631_KI: 0.2169109284877777;C00236_KI: 0.088793821632862;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00631_KI: 0.2169109284877777;C00197_KI: 0.2720306813716888;C00988_KI: 0.2159814536571502;C13199_KI: nan;D01732_KI: 0.6513605117797852;D05878_KI: 0.6513605117797852;C00002_KI: 0.0738036185503006;D08646_KI: 0.0738036185503006;C00074_KI: 0.1497044861316681;C00631_KI: 0.2169109284877777;C00197_KI: 0.2720306813716888;C00008_KI: 0.0688687711954116;G11113_KI: 0.0167876631021499
WP_000853753.1,3.1.3.11,,R15,Fructose-bisphosphatase,R00762,MRL,C00001;C00354,C00009;C00085,Km_C00009: 0.320538223; Km_C00085: 0.137154579; Km_C00001: 0.495092779; Km_C00354: 0.035,Kcat_F: 1.4600096685; Kcat_R: 0.289105657,C01172;C00074;C00020;D02769;C00665;C00009;D05467;C00008;G11113;C00002;D08646;D02060;D05577;C00009;D05467;C00020;D02769;C20679;C00097;D00026;C00736;C00009;D05467;C01478;C11215;C02086;C06232,C01172_KI: 0.1417470425367355;C00074_KI: 0.0194881968200206;C00020_KI: 0.0155264474451541;D02769_KI: 0.0155264474451541;C00665_KI: 0.0284195356070995;C00009_KI: 0.3205382227897644;D05467_KI: 0.3205382227897644;C00008_KI: 0.0212384089827537;G11113_KI: 0.0092306723818182;C00002_KI: 0.016829838976264;D08646_KI: 0.016829838976264;D02060_KI: 0.9758031368255616;D05577_KI: 0.9758031368255616;C00009_KI: 0.3205382227897644;D05467_KI: 0.3205382227897644;C00020_KI: 0.0155264474451541;D02769_KI: 0.0155264474451541;C20679_KI: 0.1309760063886642;C00097_KI: 0.1049090027809143;D00026_KI: 0.1049090027809143;C00736_KI: 0.1049090027809143;C00009_KI: 0.3205382227897644;D05467_KI: 0.3205382227897644;C01478_KI: 0.2802926898002624;C11215_KI: nan;C02086_KI: 0.1549761742353439;C06232_KI: 0.1313289850950241
WP_000853753.1,3.1.3.11,,R16,Fructose-bisphosphatase,R04780,MRL,C00001;C05378,C00009;C05345,Km_C00009: 0.320538223; Km_C05345: 0.137154579; Km_C00001: 0.495092779; Km_C05378: 0.002,Kcat_F: 1.4600096685; Kcat_R: 0.289105657,C01172;C00074;C00020;D02769;C00665;C00009;D05467;C00008;G11113;C00002;D08646;D02060;D05577;C00009;D05467;C00020;D02769;C20679;C00097;D00026;C00736;C00009;D05467;C01478;C11215;C02086;C06232,C01172_KI: 0.1417470425367355;C00074_KI: 0.0194881968200206;C00020_KI: 0.0155264474451541;D02769_KI: 0.0155264474451541;C00665_KI: 0.0284195356070995;C00009_KI: 0.3205382227897644;D05467_KI: 0.3205382227897644;C00008_KI: 0.0212384089827537;G11113_KI: 0.0092306723818182;C00002_KI: 0.016829838976264;D08646_KI: 0.016829838976264;D02060_KI: 0.9758031368255616;D05577_KI: 0.9758031368255616;C00009_KI: 0.3205382227897644;D05467_KI: 0.3205382227897644;C00020_KI: 0.0155264474451541;D02769_KI: 0.0155264474451541;C20679_KI: 0.1309760063886642;C00097_KI: 0.1049090027809143;D00026_KI: 0.1049090027809143;C00736_KI: 0.1049090027809143;C00009_KI: 0.3205382227897644;D05467_KI: 0.3205382227897644;C01478_KI: 0.2802926898002624;C11215_KI: nan;C02086_KI: 0.1549761742353439;C06232_KI: 0.1313289850950241
WP_000853753.1,3.1.3.11,,R17,Fructose-bisphosphatase,R01845,MRL,C00001;C00447,C00009;C05382,Km_C00009: 0.320538223; Km_C05382: 0.01538996; Km_C00001: 0.495092779; Km_C00447: 0.011786909,Kcat_F: 1.8592338759999998; Kcat_R: 0.5713370975,C01172;C00074;C00020;D02769;C00665;C00009;D05467;C00008;G11113;C00002;D08646;D02060;D05577;C00009;D05467;C00020;D02769;C20679;C00097;D00026;C00736;C00009;D05467;C01478;C11215;C02086;C06232,C01172_KI: 0.1417470425367355;C00074_KI: 0.0194881968200206;C00020_KI: 0.0155264474451541;D02769_KI: 0.0155264474451541;C00665_KI: 0.0284195356070995;C00009_KI: 0.3205382227897644;D05467_KI: 0.3205382227897644;C00008_KI: 0.0212384089827537;G11113_KI: 0.0092306723818182;C00002_KI: 0.016829838976264;D08646_KI: 0.016829838976264;D02060_KI: 0.9758031368255616;D05577_KI: 0.9758031368255616;C00009_KI: 0.3205382227897644;D05467_KI: 0.3205382227897644;C00020_KI: 0.0155264474451541;D02769_KI: 0.0155264474451541;C20679_KI: 0.1309760063886642;C00097_KI: 0.1049090027809143;D00026_KI: 0.1049090027809143;C00736_KI: 0.1049090027809143;C00009_KI: 0.3205382227897644;D05467_KI: 0.3205382227897644;C01478_KI: 0.2802926898002624;C11215_KI: nan;C02086_KI: 0.1549761742353439;C06232_KI: 0.1313289850950241
WP_000034372.1,4.1.2.13,,R18,Fructose-bisphosphate aldolase,R01068,MRL,C00354,C00111;C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C00354: 0.18,Kcat_F: 6.242500000000001; Kcat_R: 3.7595076315,C00284;D00052;C00284;D00052;C00111;C00074;C00345,C00284_KI: 0.1028713583946228;D00052_KI: 0.1028713583946228;C00284_KI: 0.1028713583946228;D00052_KI: 0.1028713583946228;C00111_KI: 0.2190397232770919;C00074_KI: 0.0969618707895279;C00345_KI: 0.0856020227074623
WP_000034372.1,4.1.2.13,,R19,Fructose-bisphosphate aldolase,R01070,MRL,C05378,C00111;C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C05378: 0.103718825,Kcat_F: 0.439722953; Kcat_R: 3.7595076315,C00284;D00052;C00284;D00052;C00111;C00074;C00345,C00284_KI: 0.1028713583946228;D00052_KI: 0.1028713583946228;C00284_KI: 0.1028713583946228;D00052_KI: 0.1028713583946228;C00111_KI: 0.2190397232770919;C00074_KI: 0.0969618707895279;C00345_KI: 0.0856020227074623
WP_000034372.1,4.1.2.13,,R20,Fructose-bisphosphate aldolase,R01829,MRL,C00447,C00111;C00279,Km_C00111: 0.219039723; Km_C00279: 0.159231856; Km_C00447: 0.078385606,Kcat_F: 2.649514207; Kcat_R: 2.9558872515,C00284;D00052;C00284;D00052;C00111;C00074;C00345,C00284_KI: 0.1028713583946228;D00052_KI: 0.1028713583946228;C00284_KI: 0.1028713583946228;D00052_KI: 0.1028713583946228;C00111_KI: 0.2190397232770919;C00074_KI: 0.0969618707895279;C00345_KI: 0.0856020227074623
WP_000034372.1,4.1.2.13,,R21,Fructose-bisphosphate aldolase,R02568,MRL,C01094,C00111;C00577,Km_C00111: 0.219039723; Km_C00577: 1.749873877; Km_C01094: 0.699701726,Kcat_F: 0.462073109; Kcat_R: 3.55576296,C00284;D00052;C00284;D00052;C00111;C00074;C00345,C00284_KI: 0.1028713583946228;D00052_KI: 0.1028713583946228;C00284_KI: 0.1028713583946228;D00052_KI: 0.1028713583946228;C00111_KI: 0.2190397232770919;C00074_KI: 0.0969618707895279;C00345_KI: 0.0856020227074623
